Update Date,PM Team,cusip,Portfolio Ticker,sec_desc1,Investment Team Comment
20201123,Alan McKenzie,BRTT3V5V1,ALN-PMGE1,CRA (BNY MELLON NA MEMBER FDIC)   ,na
20201123,Alan McKenzie,BRTT3V5V1,ALN-PMGE2,CRA (BNY MELLON NA MEMBER FDIC)   ,na
20201123,Alan McKenzie,BRTT3V5V1,H-ALN-CE2,CRA (BNY MELLON NA MEMBER FDIC)   ,na
20201123,Alan McKenzie,BRTT3V5V1,H-ALN-GE,CRA (BNY MELLON NA MEMBER FDIC)   ,na
20201123,Alan McKenzie,BRTT3V5V1,H-ALN-I-FD,CRA (BNY MELLON NA MEMBER FDIC)   ,na
20201123,Alan McKenzie,92203J407,H-ALN-I-FD,VANGUARD TOTAL INTERNATIONAL BOND ,na
20201123,Alan McKenzie,999579634,PM-BNYM,CRA4 BNY MELLON                   ,na
20201123,Alan McKenzie,BRTT3V5V1,RPR-EQ,CRA (BNY MELLON NA MEMBER FDIC)   ,na
20201123,Alan McKenzie,BRTLG56H1,RPRF-ALT,RPRF-ALT SEPARATE ACCOUNT         ,na
20201123,Alan McKenzie,BRTT3V5V1,RPR-FI,CRA (BNY MELLON NA MEMBER FDIC)   ,na
20201123,Alan McKenzie,BRTT3V5V1,RPRF-LIQ,CRA (BNY MELLON NA MEMBER FDIC)   ,na
20201123,Alan McKenzie,BRTT3V5V1,RPR-PE,CRA (BNY MELLON NA MEMBER FDIC)   ,na
20201123,Alan McKenzie,BRTSDGPS0,RPR-PE,TOTAL ALTERNATIVES FUND (A) LP    ,na
20201123,Alan McKenzie,147626105,TRES3,CASPER SLEEP INC                  ,na
20201123,Alan McKenzie,147626105,TRES7,CASPER SLEEP INC                  ,na
20201123,Alan McKenzie,BRTT3V5V1,VV-PMGE1,CRA (BNY MELLON NA MEMBER FDIC)   ,na
20201123,Alan McKenzie,BRSRYYHB7,WRGT-LIQ,WILMINGTON US GOVERNMENT MONEY MKT,na
20201123,Andrew Keegan,SB19ZLQ53,LIEGENUK,AVIVA EURO PROPERTY FOF (C) A DIST,na
20201123,Andrew Keegan,SBHXH0C88,LIEGENUK,WORSLEY INVESTORS LIMITED LTD     ,na
20201123,Andrew Keegan,BRSN311V5,MPE_VBFI,BGF GBL MULTI-AST INC FD D2 EUR HG,na
20201123,Andrew Keegan,BRS5L2KZ2,MPE_VBFI,BGF GLOBAL GOVT BND HDGD D2 EUR   ,na
20201123,Andrew Keegan,BRSN311V5,MPE_VBMAB,BGF GBL MULTI-AST INC FD D2 EUR HG,na
20201123,Andrew Keegan,BRS5L2KK5,MPE_VBMAB,BGF GLOBAL ALLOCATION HDGD D2 EUR ,na
20201123,Andrew Keegan,BRS5L2KZ2,MPE_VBMAB,BGF GLOBAL GOVT BND HDGD D2 EUR   ,na
20201123,Andrew Keegan,S91810911,MPE_VBMAB,BGF PACIFIC EQ D2 EUR             ,na
20201123,Andrew Keegan,BRSN311V5,MPE_VBMAC,BGF GBL MULTI-AST INC FD D2 EUR HG,na
20201123,Andrew Keegan,BRS5L2KZ2,MPE_VBMAC,BGF GLOBAL GOVT BND HDGD D2 EUR   ,na
20201123,Anthony Vorlicek,999258AB2,FP_LDI,SHORT-TERM INVESTMENT FUND        ,na
20201123,Ben Rees,BRS2P9637,E_LBNTPA,BIBF INDEX LINKED A               ,na
20201123,Bruno Rovelli,SBZCR4N42,BCCGAM-MA,ISHARES EDGE MSCI USA VALUE FACTOR,na
20201123,Carl Kool,BRTN4Y5R6,E_TNVANEU,VANGUARD EUROPA CCF               ,na
20201123,Carl Kool,922040209,E_TNVANUS,VANGUARD INST INX CL INST PLS     ,na
20201123,Carl Kool,922042650,E_TNVEXM,VANGRD EMERGING MKT CL INST PLS   ,na
20201123,Carl Kool,BRTJW5K33,TNECPS-AA,THALES REAL ESTATE                ,na
20201123,Carl Kool,BRSNAUDM0,TNOEYREXM,ROBECO CAP GR FD ROBECOEUROPEANHIG,na
20201123,Christopher Ellis Thomas,BRTV9F172,MPE_CTAOB,Markit iBoxx Euro Liquid High Yiel,na
20201123,Christopher Ellis Thomas,BRS93N957,MPE_CTDOB,BGF EURO SHORT DURATION BD I2 EUR ,na
20201123,Christopher Ellis Thomas,BRTV9F149,MPE_CTDOB,ICE BofAML Treasury 1-10 Yr (G5O2),na
20201123,Christopher Ellis Thomas,BRTV9F172,MPE_CTDOB,Markit iBoxx Euro Liquid High Yiel,na
20201123,Christopher Ellis Thomas,BRS93N957,MPE_CTDPOB,BGF EURO SHORT DURATION BD I2 EUR ,na
20201123,Christopher Ellis Thomas,BRTV9F149,MPE_CTDPOB,ICE BofAML Treasury 1-10 Yr (G5O2),na
20201123,Christopher Ellis Thomas,BRTV9F172,MPE_CTDPOB,Markit iBoxx Euro Liquid High Yiel,na
20201123,Christopher Ellis Thomas,BRTV9F172,MPE_CTMOB,Markit iBoxx Euro Liquid High Yiel,na
20201123,Christopher Ellis Thomas,BRTV9F172,MPE_CTMPOB,Markit iBoxx Euro Liquid High Yiel,na
20201123,Dominic Byrne,BRTZ37FQ0,FSTLP20,FAIRSTONE CASH                    ,na
20201123,Dominic Byrne,BRTZ37FQ0,FSTLP23,FAIRSTONE CASH                    ,na
20201123,Dominic Byrne,BRTZ37FQ0,FSTLP26,FAIRSTONE CASH                    ,na
20201123,Dominic Byrne,BRTZ37FQ0,FSTLP29,FAIRSTONE CASH                    ,na
20201123,Dominic Byrne,BRTZ37FQ0,FSTLP32,FAIRSTONE CASH                    ,na
20201123,Dominic Byrne,BRTZ37FQ0,FSTLP35,FAIRSTONE CASH                    ,na
20201123,Dominic Byrne,BRTZ37FQ0,FSTLP38,FAIRSTONE CASH                    ,na
20201123,Dominic Byrne,BRTZ37FQ0,FSTLP41,FAIRSTONE CASH                    ,na
20201123,Dominic Byrne,BRTZ37FQ0,FSTLP44,FAIRSTONE CASH                    ,na
20201123,"""Edward Ng",BRTEZSQ19,AMRS,BRTEZSQ19,OPEN_END  
20201123,"""Edward Ng",233809300,AMRS,233809300,STIF      
20201123,"""Edward Ng",B07503723,AMRS,B07503723,STIF      
20201123,"""Edward Ng",B07503723,AMRS,B07503723,STIF      
20201123,"""Edward Ng",BRSUYC653,AMRS,BRSUYC653,PRIVATE   
20201123,"""Edward Ng",BRSRV6GU0,AMRS,BRSRV6GU0,OPEN_END  
20201123,"""Edward Ng",BRSRV6L75,AMRS,BRSRV6L75,OPEN_END  
20201123,"""Edward Ng",BRT3MCJ93,AMRS,BRT3MCJ93,OPEN_END  
20201123,"""Edward Ng",BRSRV6JU7,AMRS,BRSRV6JU7,OPEN_END  
20201123,"""Edward Ng",BRT9UR122,AMRS,BRT9UR122,OPEN_END  
20201123,"""Edward Ng",BRT64EV98,AMRS,BRT64EV98,OPEN_END  
20201123,"""Edward Ng",BRT64EVB3,AMRS,BRT64EVB3,PRIVATE   
20201123,"""Edward Ng",BRSRV6L67,AMRS,BRSRV6L67,PRIVATE   
20201123,"""Edward Ng",BRSRV6H62,AMRS,BRSRV6H62,PRIVATE   
20201123,"""Edward Ng",BRSRV6H47,AMRS,BRSRV6H47,PRIVATE   
20201123,"""Edward Ng",BRSRV6H70,AMRS,BRSRV6H70,PRIVATE   
20201123,"""Edward Ng",BRSWVY7L8,AMRS,BRSWVY7L8,PRIVATE   
20201123,"""Edward Ng",BRTHVJCM5,AMRS,BRTHVJCM5,OPEN_END  
20201123,"""Edward Ng",BRW8JGX30,AMRS,BRW8JGX30,PRIVATE   
20201123,"""Edward Ng",BRSWVY5T3,AMRS,BRSWVY5T3,PRIVATE   
20201123,"""Edward Ng",BRSRV6JC7,AMRS,BRSRV6JC7,PRIVATE   
20201123,"""Edward Ng",BRSRV6HG0,AMRS,BRSRV6HG0,PRIVATE   
20201123,"""Edward Ng",BRSRV6HE5,AMRS,BRSRV6HE5,PRIVATE   
20201123,"""Edward Ng",BRSRV6HJ4,AMRS,BRSRV6HJ4,PRIVATE   
20201123,"""Edward Ng",BRSRV6HH8,AMRS,BRSRV6HH8,PRIVATE   
20201123,"""Edward Ng",BRSRV6HC9,AMRS,BRSRV6HC9,PRIVATE   
20201123,"""Edward Ng",BRTBBTDB1,AMRS,BRTBBTDB1,CLOSED_END
20201123,"""Edward Ng",BRST8ZUA6,AMRS,BRST8ZUA6,PRIVATE   
20201123,"""Edward Ng",BRSRV6HK1,AMRS,BRSRV6HK1,PRIVATE   
20201123,"""Edward Ng",BRSRV6GN6,AMRS,BRSRV6GN6,PRIVATE   
20201123,"""Edward Ng",B07503723,AMRS,B07503723,STIF      
20201123,"""Edward Ng",BRTM8BB89,AMRS,BRTM8BB89,PRIVATE   
20201123,"""Edward Ng",BRTSQGVZ3,AMRS,BRTSQGVZ3,PRIVATE   
20201123,"""Edward Ng",BRSRV6KN1,AMRS,BRSRV6KN1,OPEN_END  
20201123,"""Edward Ng",BRSRV6KK7,AMRS,BRSRV6KK7,OPEN_END  
20201123,"""Edward Ng",BRTC0JLN8,AMRS,BRTC0JLN8,OPEN_END  
20201123,"""Edward Ng",BRTJPBUY9,AMRS,BRTJPBUY9,PRIVATE   
20201123,"""Edward Ng",BRW839W34,AMRS,BRW839W34,OPEN_END  
20201123,"""Edward Ng",BRTLP13N0,AMRS,BRTLP13N0,OPEN_END  
20201123,"""Edward Ng",BRTB6GJZ6,AMRS,BRTB6GJZ6,OPEN_END  
20201123,"""Edward Ng",BRTB6GJL7,AMRS,BRTB6GJL7,OPEN_END  
20201123,"""Edward Ng",BRTB9PXD6,AMRS,BRTB9PXD6,OPEN_END  
20201123,"""Edward Ng",BRW839W34,AMRS,BRW839W34,OPEN_END  
20201123,"""Edward Ng",BRTER6LK9,AMRS,BRTER6LK9,OPEN_END  
20201123,"""Edward Ng",85749Q448,AMRS,85749Q448,STIF      
20201123,"""Edward Ng",BRW6R2XJ1,AMRS,BRW6R2XJ1,OPEN_END  
20201123,"""Edward Ng",91927848,AMRS,91927848,OPEN_END  
20201123,"""Edward Ng",31846V567,AMRS,31846V567,STIF      
20201123,"""Edward Ng",31846V625,AMRS,31846V625,STIF      
20201123,"""Edward Ng",BRTU51UM4,AMRS,BRTU51UM4,PRIVATE   
20201123,"""Edward Ng",78464A672,AMRS,78464A672,EQUITY    
20201123,"""Edward Ng",78464A664,AMRS,78464A664,EQUITY    
20201123,"""Edward Ng",78468R101,AMRS,78468R101,EQUITY    
20201123,"""Edward Ng",BRTT3V5V1,AMRS,BRTT3V5V1,STIF      
20201123,"""Edward Ng",BRTSDGS40,AMRS,BRTSDGS40,PRIVATE   
20201123,"""Edward Ng",996086609,AMRS,996086609,STIF      
20201123,"""Gabriella Barschdorff",BRTRJ7ML4,AMRS,BRTRJ7ML4,OPEN_END  
20201123,"""Gabriella Barschdorff",999258AB2,AMRS,999258AB2,STIF      
20201123,"""Gabriella Barschdorff",31846V203,AMRS,31846V203,STIF      
20201123,"""Gabriella Barschdorff",31846V203,AMRS,31846V203,STIF      
20201123,"""Gabriella Barschdorff",31846V203,AMRS,31846V203,STIF      
20201123,"""Gabriella Barschdorff",996086609,AMRS,996086609,STIF      
20201123,"""Gabriella Barschdorff",996086609,AMRS,996086609,STIF      
20201123,"""Gabriella Barschdorff",NC8639766,AMRS,NC8639766,STIF      
20201123,"""Gabriella Barschdorff",NC8639766,AMRS,NC8639766,STIF      
20201123,"""Gabriella Barschdorff",NC8639766,AMRS,NC8639766,STIF      
20201123,"""Gabriella Barschdorff",999258AB2,AMRS,999258AB2,STIF      
20201123,"""Gabriella Barschdorff",999258AB2,AMRS,999258AB2,STIF      
20201123,"""Gabriella Barschdorff",999258AB2,AMRS,999258AB2,STIF      
20201123,"""Gabriella Barschdorff",999258AB2,AMRS,999258AB2,STIF      
20201123,"""Gabriella Barschdorff",BRTQRMS95,AMRS,BRTQRMS95,OPEN_END  
20201123,"""Gabriella Barschdorff",BRTQRMS87,AMRS,BRTQRMS87,OPEN_END  
20201123,"""Gabriella Barschdorff",BRTQRMQW6,AMRS,BRTQRMQW6,OPEN_END  
20201123,"""Gabriella Barschdorff",BRTQRMP64,AMRS,BRTQRMP64,OPEN_END  
20201123,Henri Chabadel,BRTWLVFU5,BELFPBH,BGF CIRC EC FD X2 USD             ,na
20201123,Henri Chabadel,BRTKMVLS8,BELFPBH,BGF FUTURE OF TRANSP FD X2 USD    ,na
20201123,Henri Chabadel,BRSUL5BX5,BELFPBH,BSF GLOBAL EVENT DRIVEN FD X2 USD ,na
20201123,Henri Chabadel,BRTWLVFU5,BELFPBL,BGF CIRC EC FD X2 USD             ,na
20201123,Henri Chabadel,BRTKMVLS8,BELFPBL,BGF FUTURE OF TRANSP FD X2 USD    ,na
20201123,Henri Chabadel,BRSUL5BX5,BELFPBL,BSF GLOBAL EVENT DRIVEN FD X2 USD ,na
20201123,Henri Chabadel,BRTWLVFU5,BELFPBM,BGF CIRC EC FD X2 USD             ,na
20201123,Henri Chabadel,BRTKMVLS8,BELFPBM,BGF FUTURE OF TRANSP FD X2 USD    ,na
20201123,Henri Chabadel,BRSUL5BX5,BELFPBM,BSF GLOBAL EVENT DRIVEN FD X2 USD ,na
20201123,Henri Chabadel,BRW7J7VU4,BELFWMCORE,BGF GLOB LONG-HORIZON X2 EUR      ,na
20201123,Henri Chabadel,BRSUL5BX5,BELFWMCORE,BSF GLOBAL EVENT DRIVEN FD X2 USD ,na
20201123,Joshua Barbash,999258AB2,EMY-GRW,SHORT-TERM INVESTMENT FUND        ,na
20201123,Joshua Barbash,999258AB2,EMY-LDI,SHORT-TERM INVESTMENT FUND        ,na
20201123,Joshua Barbash,999258AB2,JMJEF-LDI,SHORT-TERM INVESTMENT FUND        ,na
20201123,Joshua Barbash,999258AB2,JMLEU-LDI,SHORT-TERM INVESTMENT FUND        ,na
20201123,Joshua Barbash,195998AD1,REX-GRW,COLTV SHORT TERM INVT FD          ,na
20201123,Joshua Barbash,03463K406,REX-LEG,ANGEL OAK MULTI STRA INC CL INST  ,na
20201123,Joshua Barbash,861729101,REX-LEG,STONE RDG RNSRNC RSK PRMM INTRVL  ,na
20201123,Joshua Barbash,BRTRJ7ML4,RGII-GRW,EMERGING MARKETS LOCAL CURRE CL1  ,na
20201123,Kimlee Wong,BRTT3V5V1,AVCRUT,CRA (BNY MELLON NA MEMBER FDIC)   ,na
20201123,Kimlee Wong,999579634,SHFF,CRA4 BNY MELLON                   ,na
20201123,Mari Mclellan,BRTAGHBH3,PAS,PAS DUTCH DIRECT MORTGAGE         ,na
20201123,Mari Mclellan,BRSZNNCF1,PIM-DREP,BLACKROCK PIM PREIM               ,na
20201123,Mark Fuszard,BRW8NLC11,IPCMEDQIF,LSF III GBP TAILORED FD FLEX GBP  ,na
20201123,Mark Fuszard,SB0517P10,QUB-ENDILQ,PROPERTY INC TR FOR CHARITIE      ,na
20201123,Mark Fuszard,BRTESHVZ0,QUB-ENDOW,BLK CONT EURO INCOME FUND X INC   ,na
20201123,Martin Jaugietis,996086609,RCLGY-GBTC,SHELL: DREYFUS GOVT CASH MGMT FUND,na
20201123,Martin Jaugietis,996086609,RCLGY-GRW,SHELL: DREYFUS GOVT CASH MGMT FUND,na
20201123,Matt Hoehn,999579634,EXPL-LIQ,CRA4 BNY MELLON                   ,na
20201123,Matt Hoehn,BRTJYU533,EXPL-PC,EXPL PC SEP ACCOUNT               ,na
20201123,Matt Hoehn,BRTJYU4S9,EXPL-PE,EXPL PE SEP ACCOUNT               ,na
20201123,Matt Hoehn,85749Q448,FP_CSH,STATE STREET INSTITUTIONAL TRE    ,na
20201123,Matt Hoehn,25083320,FP_EQSC_R2,AMERICAN CEN SM CAP GRW CL I      ,na
20201123,Matt Hoehn,BRTT3V5V1,GRHF_CASH,CRA (BNY MELLON NA MEMBER FDIC)   ,na
20201123,Matt Hoehn,922908363,GRHF_EQ_SP,VANGUARD  INDEX FUND;ETF          ,na
20201123,Matt Hoehn,92206C847,GRHF_FI_LO,VANGUARD LONG-TERM TREASURY INDEX ,na
20201123,Matt Hoehn,BRTFX6139,GRHF_OP,GRHF OPPORTUNISTIC SEP ACCOUNT    ,na
20201123,Matt Hoehn,BRTCUVNB2,GRHF_OPSEP,APOLLO EUROPEAN PRINCIPAL FINANCE ,na
20201123,Matt Hoehn,BRTT3V5V1,GRHF_OPSEP,CRA (BNY MELLON NA MEMBER FDIC)   ,na
20201123,Matt Hoehn,BRTCUVN97,GRHF_OPSEP,FRONTPOINT SJC OFFSHORE CAP       ,na
20201123,Matt Hoehn,BRTCUVND8,GRHF_OPSEP,MONROE CAPITAL SENIOR SECURED DIRE,na
20201123,Matt Hoehn,BRTCUVNC0,GRHF_OPSEP,ORCHARD LANDMARK LIMITED          ,na
20201123,Matt Hoehn,BRTCUVNK2,GRHF_OPSEP,PARK SQUARE CREDIT OP II          ,na
20201123,Matt Hoehn,BRTCUVNA4,GRHF_OPSEP,PERELLA WEINBERG ABV OPP III      ,na
20201123,Matt Hoehn,BRTCUVNR7,GRHF_OPSEP,RIVERSTONE CREDIT PARTNERS        ,na
20201123,Matt Hoehn,BRTT3V5V1,GRHF_PESEP,CRA (BNY MELLON NA MEMBER FDIC)   ,na
20201123,Matt Hoehn,BRTCUVN63,GRHF_PESEP,DB SECONDARY OPPORTUNITIES III    ,na
20201123,Matt Hoehn,BRTCUVMX5,GRHF_PESEP,GLOUSTON PEO III FTE LTD (PERMAL) ,na
20201123,Matt Hoehn,BRTCUVN71,GRHF_PESEP,HIGHBAR PARTNERS FUND III         ,na
20201123,Matt Hoehn,BRTCUVN22,GRHF_PESEP,INDUSTRY VENTURES FUND VI LP      ,na
20201123,Matt Hoehn,BRTCUVN55,GRHF_PESEP,INDUSTRY VENTURES FUND VII        ,na
20201123,Matt Hoehn,BRTCW0TS5,GRHF_PESEP,INDUSTRY VENTURES SEC VIII        ,na
20201123,Matt Hoehn,BRTFRWGA7,GRHF_PESEP,Monomoy Capital Partners AIV III L,na
20201123,Matt Hoehn,BRTCUVN14,GRHF_PESEP,NEWSTONE CAPITAL PARTNERS II LP   ,na
20201123,Matt Hoehn,BRTCUVN89,GRHF_PESEP,PRIVATE ADVISORS IV               ,na
20201123,Matt Hoehn,BRTCUVN30,GRHF_PESEP,PRIVATE ADVISORS V                ,na
20201123,Matt Hoehn,BRTCUVMZ0,GRHF_PESEP,SIGULER GUFF DOF III              ,na
20201123,Matt Hoehn,BRTCUVN06,GRHF_PESEP,SIGULER GUFF DOF IV               ,na
20201123,Matt Hoehn,BRTCUVN48,GRHF_PESEP,WARBURG PINCUS PE XI LP           ,na
20201123,Matt Hoehn,BRTCUVMY3,GRHF_PESEP,WILLOWRIDGE AMBERBROOK V LLC      ,na
20201123,Matt Hoehn,25278X109,GRHF_PRIV,DIAMONDBACK ENERGY INC            ,na
20201123,Matt Hoehn,BRTFU8L28,GRHF_PRIV,GRHF Private Markets Sep Account  ,na
20201123,Matt Hoehn,BRTCUVP95,GRHF_RASEP,AETHER REAL ASSETS FUND II        ,na
20201123,Matt Hoehn,BRTCUVPA2,GRHF_RASEP,AETHER REAL ASSETS FUND III       ,na
20201123,Matt Hoehn,BRTCUVP79,GRHF_RASEP,ANGELO GORDON REALTY FUND VIII    ,na
20201123,Matt Hoehn,BRTCUVP87,GRHF_RASEP,CARLYLE REALTY PARTNERS FUND VI   ,na
20201123,Matt Hoehn,BRTT3V5V1,GRHF_RASEP,CRA (BNY MELLON NA MEMBER FDIC)   ,na
20201123,Matt Hoehn,BRTCUVP38,GRHF_RASEP,FIRST RESERVE FR XII              ,na
20201123,Matt Hoehn,BRTCUVPB0,GRHF_RASEP,SIGULER GUFF DIST REAL ESTATE     ,na
20201123,Matt Hoehn,BRTFU8BV5,GRHF_REAL,GRHF Real Assets Sep Account      ,na
20201123,Matt Hoehn,999579634,RRF_FI,CRA4 BNY MELLON                   ,na
20201123,Matt Hoehn,BRTF8TWN9,RRF_PRIV,RAUSCH FOUNDATION OCIO PE         ,na
20201123,Matt Hoehn,BRTYMLXH1,RRF_REAL,RAUSCH FOUNDATION OCIO RE         ,na
20201123,Mohammed Khalil,BRT8XGY86,AVIVA12,AVIVA INVESTORS DEVELOPED ASIA PAC,na
20201123,Mohammed Khalil,BRT8XGY60,AVIVA12,AVIVA INVESTORS DEVELOPED EUROPEAN,na
20201123,Mohammed Khalil,BRT8XGY78,AVIVA12,AVIVA INVESTORS JAPANESE EQUITY IN,na
20201123,Mohammed Khalil,BRTCSF140,AVIVA12,AVIVA INVESTORS NORTH AM EQ INDX  ,na
20201123,Mohammed Khalil,BRT8XGY45,AVIVA12,AVIVA INVESTORS UK EQUITY INDEX FU,na
20201123,Mohammed Khalil,BRT8XGY86,AVIVA4,AVIVA INVESTORS DEVELOPED ASIA PAC,na
20201123,Mohammed Khalil,BRT8XGY60,AVIVA4,AVIVA INVESTORS DEVELOPED EUROPEAN,na
20201123,Mohammed Khalil,BRT8XGY78,AVIVA4,AVIVA INVESTORS JAPANESE EQUITY IN,na
20201123,Mohammed Khalil,BRTCSF140,AVIVA4,AVIVA INVESTORS NORTH AM EQ INDX  ,na
20201123,Mohammed Khalil,BRT8XGY45,AVIVA4,AVIVA INVESTORS UK EQUITY INDEX FU,na
20201123,Mohammed Khalil,BRT8XGY86,AVIVA8,AVIVA INVESTORS DEVELOPED ASIA PAC,na
20201123,Mohammed Khalil,BRT8XGY60,AVIVA8,AVIVA INVESTORS DEVELOPED EUROPEAN,na
20201123,Mohammed Khalil,BRT8XGY78,AVIVA8,AVIVA INVESTORS JAPANESE EQUITY IN,na
20201123,Mohammed Khalil,BRTCSF140,AVIVA8,AVIVA INVESTORS NORTH AM EQ INDX  ,na
20201123,Mohammed Khalil,BRT8XGY45,AVIVA8,AVIVA INVESTORS UK EQUITY INDEX FU,na
20201123,Nicole Hudson,BRW71KGF4,CRESCPS-AA,CRESEQS CL1                       ,na
20201123,Nicole Hudson,BRW71KER0,CRESCPS-AA,CRESSAE CL1                       ,na
20201123,Nicole Hudson,BRW71HS50,REDCPS-AA,REDEQS CL1                        ,na
20201123,Nicole Hudson,BRW71HTZ3,REDCPS-AA,REDSAE CL1                        ,na
20201123,Paul Sheffield,BRW7BADP6,CAACPS-AA,CAA SECTION - EQUITY FACTORS CL1  ,na
20201123,Paul Sheffield,BRW5X57P4,CAAILIQ,CVS56 MORGAN STANLEY              ,na
20201123,Paul Sheffield,BRTSHFKY0,DCWWASG,ASG REDITUS FUND                  ,na
20201123,Paul Sheffield,BRTRS9K57,HHPSEP,BGF JAPAN FLEX EQ FUND X2 GBP     ,na
20201123,Paul Sheffield,BRS2P9645,HHPSEP,BIBF INDEX LINKED B               ,na
20201123,Paul Sheffield,BRTRS9K57,HSGL,BGF JAPAN FLEX EQ FUND X2 GBP     ,na
20201123,Paul Sheffield,BRS2P9645,HSGL,BIBF INDEX LINKED B               ,na
20201123,Paul Sheffield,BRS91LUD2,MEDWYLDI,BLK UK CREDIT SCREENED FLEX ACC   ,na
20201123,Paul Sheffield,BRS2P9637,MPP1,BIBF INDEX LINKED A               ,na
20201123,Paul Sheffield,BRW7AG862,NATILIQ,CAA BX PARTNERS OFFSHORE STERLING ,na
20201123,Paul Sheffield,BRW5Z4221,NATILIQ,CAA BX STRATEGIC OPPORTUNITY OFFSH,na
20201123,Paul Sheffield,BRW5Z4213,NATILIQ,CAA JP MORGAN HEDGE               ,na
20201123,Paul Sheffield,BRW5Z4247,NATILIQ,CAVIAPEN PROPERTY ACCOUNT (CBRE)  ,na
20201123,Paul Sheffield,BRW5X57P4,NATILIQ,CVS56 MORGAN STANLEY              ,na
20201123,Paul Sheffield,BRTSHFKY0,NLOWASG,ASG REDITUS FUND                  ,na
20201123,Paul Sheffield,BRTSHFKY0,QUBASG,ASG REDITUS FUND                  ,na
20201123,Paul Sheffield,BRTSHFKY0,TMOBASG,ASG REDITUS FUND                  ,na
20201123,Peter Reichel,BRW8F0SG6,MPE-ZUGAGR,EMERGING EQUITIES UNHEDGED        ,na
20201123,Peter Reichel,BRTUVTK52,MPE-ZUGAGR,Emerging market bonds (USD denomin,na
20201123,Peter Reichel,BRTUVTK45,MPE-ZUGAGR,Global high yield hedged          ,na
20201123,Peter Reichel,BRTUVTK78,MPE-ZUGAGR,Swiss equity                      ,na
20201123,Peter Reichel,BRTUVTKD5,MPE-ZUGAGR,Swiss Real Estate                 ,na
20201123,Peter Reichel,BRW8F0SG6,MPE-ZUGBAL,EMERGING EQUITIES UNHEDGED        ,na
20201123,Peter Reichel,BRTUVTK52,MPE-ZUGBAL,Emerging market bonds (USD denomin,na
20201123,Peter Reichel,BRTUVTK29,MPE-ZUGBAL,Europe Governments CHF hedged     ,na
20201123,Peter Reichel,BRTUVTK37,MPE-ZUGBAL,Global corporate bonds hedged     ,na
20201123,Peter Reichel,BRTUVTK45,MPE-ZUGBAL,Global high yield hedged          ,na
20201123,Peter Reichel,BRTUVTJY1,MPE-ZUGBAL,Swiss cash                        ,na
20201123,Peter Reichel,BRTUVTK03,MPE-ZUGBAL,Swiss corporate bonds             ,na
20201123,Peter Reichel,BRTUVTK78,MPE-ZUGBAL,Swiss equity                      ,na
20201123,Peter Reichel,BRTUVTKD5,MPE-ZUGBAL,Swiss Real Estate                 ,na
20201123,Peter Reichel,BRTUVTK11,MPE-ZUGBAL,US Governments CHF hedged         ,na
20201123,Peter Reichel,BRW8F0SG6,MPE-ZUGCON,EMERGING EQUITIES UNHEDGED        ,na
20201123,Peter Reichel,BRTUVTK52,MPE-ZUGCON,Emerging market bonds (USD denomin,na
20201123,Peter Reichel,BRTUVTK29,MPE-ZUGCON,Europe Governments CHF hedged     ,na
20201123,Peter Reichel,BRTUVTK37,MPE-ZUGCON,Global corporate bonds hedged     ,na
20201123,Peter Reichel,BRTUVTK45,MPE-ZUGCON,Global high yield hedged          ,na
20201123,Peter Reichel,BRTUVTJY1,MPE-ZUGCON,Swiss cash                        ,na
20201123,Peter Reichel,BRTUVTK03,MPE-ZUGCON,Swiss corporate bonds             ,na
20201123,Peter Reichel,BRTUVTK78,MPE-ZUGCON,Swiss equity                      ,na
20201123,Peter Reichel,BRTUVTKD5,MPE-ZUGCON,Swiss Real Estate                 ,na
20201123,Peter Reichel,BRTUVTK11,MPE-ZUGCON,US Governments CHF hedged         ,na
20201123,Peter Reichel,BRW8F0SG6,MPE-ZUGDYN,EMERGING EQUITIES UNHEDGED        ,na
20201123,Peter Reichel,BRTUVTK52,MPE-ZUGDYN,Emerging market bonds (USD denomin,na
20201123,Peter Reichel,BRTUVTK29,MPE-ZUGDYN,Europe Governments CHF hedged     ,na
20201123,Peter Reichel,BRTUVTK45,MPE-ZUGDYN,Global high yield hedged          ,na
20201123,Peter Reichel,BRTUVTK78,MPE-ZUGDYN,Swiss equity                      ,na
20201123,Peter Reichel,BRTUVTKD5,MPE-ZUGDYN,Swiss Real Estate                 ,na
20201123,Peter Reichel,BRTUVTK11,MPE-ZUGDYN,US Governments CHF hedged         ,na
20201123,Peter Reichel,BRW8F0SG6,MPE-ZUGINC,EMERGING EQUITIES UNHEDGED        ,na
20201123,Peter Reichel,BRTUVTK52,MPE-ZUGINC,Emerging market bonds (USD denomin,na
20201123,Peter Reichel,BRTUVTK29,MPE-ZUGINC,Europe Governments CHF hedged     ,na
20201123,Peter Reichel,BRTUVTK37,MPE-ZUGINC,Global corporate bonds hedged     ,na
20201123,Peter Reichel,BRTUVTK45,MPE-ZUGINC,Global high yield hedged          ,na
20201123,Peter Reichel,BRTUVTJY1,MPE-ZUGINC,Swiss cash                        ,na
20201123,Peter Reichel,BRTUVTK03,MPE-ZUGINC,Swiss corporate bonds             ,na
20201123,Peter Reichel,BRTUVTK78,MPE-ZUGINC,Swiss equity                      ,na
20201123,Peter Reichel,BRTUVTKD5,MPE-ZUGINC,Swiss Real Estate                 ,na
